285988,Dietmar Bormann,Dietmar Bormann (1935-2021),1935,2021,Stuhlbaummeister in Rabenau,piz,male,+,
338493,Nikita Maier,Nikita Maier (1998-),1998,,"Verwalter und Initiator der ""Arbeitsgemeinschaft zum erfassen, bearbeiten und aufarbeiten von militärhistorischen Fotografien und Dokumenten"", Offenbach am Main, Hauptsammlung und Archiv.",piz,male,+,
194133,Hugo Wiegand Puppenfabrik (Waltershausen),Hugo Wiegand Puppenfabrik (Waltershausen),,,"Puppenfabrik in Waltershausen, bestand von 1911-1939",kif,,+,
294262,Emmanuel Alexander-Katz,Emmanuel Alexander-Katz (1833-1914),1833,1914,"Kaufmann und Fabrikant aus Görlitz, später Kommerzienrat sowie ab 1897 Stadtverordneter von Görlitz. Großer Förderer des Baues des Synagoge in Görlitz und Schenker des Grundstückes an die jüdische Gemeinde. (https://www.goerlitz.de/Historie-Synagoge-Goerlitz.html 29.11.2025)",piz,male,+,https://d-nb.info/gnd/1363179829
66623,Adolf Sponholtz Verlag,Adolf Sponholtz Verlag,,,Verlag in Hameln. Nachgewiesen für Zeit um 1917. Inh. C.W. Niemeyer,kif,,+,
17950,Meierei-Zentrale Berlin,Meierei-Zentrale Berlin,,,1916 gegr. Milchliefergesellschaft,kif,,+,http://d-nb.info/gnd/4373810-2
270689,"Mitteldeutscher Kunstverlag Richard Heberlein, Gera","Mitteldeutscher Kunstverlag Richard Heberlein, Gera",,,"Verlag in Gera-Reuss (Thüringen), 1. H. 20. Jh.
Aus diesem entwickelte sich vermutlich später der Mitteldeutsche Kunstverlag Gebrüder Heberlein mit Sitz in Zwickau.",kif,,+,
277574,Jean Pierre Andreae,Jean Pierre Andreae,,,"""Aufgewachsen bin ich auf einem Gut an der Donau – ursprünglich ein veritables „Landei“ also. Nach dem Abitur in Neuburg an der Donau zog es mich zum Studium in die bayerische Landeshauptstadt München, wo ich wahrscheinlich auch hängengeblieben wäre, wenn, ja wenn nicht der Fall der Berliner Mauer am 9. November 1989 auch meine Lebensplanung gründlich durcheinandergewirbelt hätte. Die frischen, aufregenden Perspektiven der neuen deutschen Hauptstadt fand ich jedenfalls so spannend, dass ich als staatlich geprüfter Übersetzer und Dolmetscher für Wirtschaftsenglisch kurz nach der Wiedervereinigung für ein Zusatzstudium der Publizistik nach Berlin zog, das ich von früheren Besuchen bereits gut kannte. So habe ich sowohl die durch die Mauer geteilte Stadt als auch die gesamte Nachwendeentwicklung hautnah miterlebt – worüber ich heute sehr froh bin.

Durch meine Mitarbeit in der damaligen Bewerbungsgesellschaft für die Olympischen Spiele 2000 wurde mir die Stadt sehr schnell vertraut: Damals wurde mein Interesse für Geschichte und Stadtentwicklung nachhaltig geweckt. Heute bin ich als professioneller Gastgeber und Guide für die zahlreichen Neu-Berliner und Berlin-Besucher tätig und freue mich auf Sie."" - https://www.premiumguideberlin.com/de/ueber-mich, 25.09.2024",piz,,+,
122258,Adolf Senckler,Adolf Senckler,,,"""Dt. Numismatiker, Köln (Wirkungsort)"" - gnd, 11.08.2024
Major, Versicherugsvertreter in Köln",piz,male,+,http://d-nb.info/gnd/117470147
337429,Van Besta,Van Besta,,,"US-Amerikanischer Kakaoproduzent aus Brookyn, New York, USA. Die Kakaopulverkonservendosen waren in nahezu allen nach Westdeutschland verbrachten CARE-Paketen enthalten. Nachgewiesen 1946. Die Firma scheint nicht mehr existent und lässt sich nicht nachweisen.",kif,,+,
